abanderar;inf,abanderar;1sg,abandero;2sg,abanderas;3sg,abandera;1pl,abanderamos;2pl,abanderáis;3pl,abanderan;part,abanderando;2pl!,abanderad;1sg->,abanderaría;2sg->,abanderarías;1pl->,abanderaríamos;2pl->,abanderaríais;3pl->,abanderarían;1sg?,abandere;2sg?,abanderes;1pl?,abanderemos;2pl?,abanderéis;3pl?,abanderen;1sgp,abanderaba;2sgp,abanderabas;1ppl,abanderábamos;2ppl,abanderabais;3ppl,abanderaban;ppart,abanderado;1sgp?,abanderara;2sgp?,abanderaras;1ppl?,abanderáramos;2ppl?,abanderarais;3ppl?,abanderaran;1sgf,abanderaré;2sgf,abanderarás;3sgf,abanderará;1plf,abanderaremos;2plf,abanderaréis;3plf,abanderarán
apurar;inf,apurar;1sg,apuro;2sg,apuras;3sg,apura;1pl,apuramos;2pl,apuráis;3pl,apuran;part,apurando;2pl!,apurad;1sg->,apuraría;2sg->,apurarías;1pl->,apuraríamos;2pl->,apuraríais;3pl->,apurarían;1sg?,apure;2sg?,apures;1pl?,apuremos;2pl?,apuréis;3pl?,apuren;1sgp,apuraba;2sgp,apurabas;1ppl,apurábamos;2ppl,apurabais;3ppl,apuraban;ppart,apurado;1sgp?,apurara;2sgp?,apuraras;1ppl?,apuráramos;2ppl?,apurarais;3ppl?,apuraran;1sgf,apuraré;2sgf,apurarás;3sgf,apurará;1plf,apuraremos;2plf,apuraréis;3plf,apurarán
apuñalar;inf,apuñalar;1sg,apuñalo;2sg,apuñalas;3sg,apuñala;1pl,apuñalamos;2pl,apuñaláis;3pl,apuñalan;part,apuñalando;2pl!,apuñalad;1sg->,apuñalaría;2sg->,apuñalarías;1pl->,apuñalaríamos;2pl->,apuñalaríais;3pl->,apuñalarían;1sg?,apuñale;2sg?,apuñales;1pl?,apuñalemos;2pl?,apuñaléis;3pl?,apuñalen;1sgp,apuñalaba;2sgp,apuñalabas;1ppl,apuñalábamos;2ppl,apuñalabais;3ppl,apuñalaban;ppart,apuñalado;1sgp?,apuñalara;2sgp?,apuñalaras;1ppl?,apuñaláramos;2ppl?,apuñalarais;3ppl?,apuñalaran;1sgf,apuñalaré;2sgf,apuñalarás;3sgf,apuñalará;1plf,apuñalaremos;2plf,apuñalaréis;3plf,apuñalarán
archivar;inf,archivar;1sg,archivo;2sg,archivas;3sg,archiva;1pl,archivamos;2pl,archiváis;3pl,archivan;part,archivando;2pl!,archivad;1sg->,archivaría;2sg->,archivarías;1pl->,archivaríamos;2pl->,archivaríais;3pl->,archivarían;1sg?,archive;2sg?,archives;1pl?,archivemos;2pl?,archivéis;3pl?,archiven;1sgp,archivaba;2sgp,archivabas;1ppl,archivábamos;2ppl,archivabais;3ppl,archivaban;ppart,archivado;1sgp?,archivara;2sgp?,archivaras;1ppl?,archiváramos;2ppl?,archivarais;3ppl?,archivaran;1sgf,archivaré;2sgf,archivarás;3sgf,archivará;1plf,archivaremos;2plf,archivaréis;3plf,archivarán
arder;inf,arder;1sg,ardo;2sg,ardes;3sg,arde;1pl,ardemos;2pl,ardéis;3pl,arden;part,ardiendo;2sg!,arda;2pl!,arded;1sg->,ardería;2sg->,arderías;1pl->,arderíamos;2pl->,arderíais;3pl->,arderían;2sg?,ardas;1pl?,ardamos;2pl?,ardáis;3pl?,ardan;1sgp,ardía;2sgp,ardías;1ppl,ardíamos;2ppl,ardíais;3ppl,ardían;ppart,ardido;1sgp?,ardiera;2sgp?,ardieras;1ppl?,ardiéramos;2ppl?,ardierais;3ppl?,ardieran;1sgf,arderé;2sgf,arderás;3sgf,arderá;1plf,arderemos;2plf,arderéis;3plf,arderán
argumentar;inf,argumentar;1sg,argumento;2sg,argumentas;3sg,argumenta;1pl,argumentamos;2pl,argumentáis;3pl,argumentan;part,argumentando;2pl!,argumentad;1sg->,argumentaría;2sg->,argumentarías;1pl->,argumentaríamos;2pl->,argumentaríais;3pl->,argumentarían;1sg?,argumente;2sg?,argumentes;1pl?,argumentemos;2pl?,argumentéis;3pl?,argumenten;1sgp,argumentaba;2sgp,argumentabas;1ppl,argumentábamos;2ppl,argumentabais;3ppl,argumentaban;ppart,argumentado;1sgp?,argumentara;2sgp?,argumentaras;1ppl?,argumentáramos;2ppl?,argumentarais;3ppl?,argumentaran;1sgf,argumentaré;2sgf,argumentarás;3sgf,argumentará;1plf,argumentaremos;2plf,argumentaréis;3plf,argumentarán
arrancar;inf,arrancar;1sg,arranco;2sg,arrancas;3sg,arranca;1pl,arrancamos;2pl,arrancáis;3pl,arrancan;part,arrancando;2pl!,arrancad;1sg->,arrancaría;2sg->,arrancarías;1pl->,arrancaríamos;2pl->,arrancaríais;3pl->,arrancarían;1sg?,arrance;2sg?,arrances;1pl?,arrancemos;2pl?,arrancéis;3pl?,arrancen;1sgp,arrancaba;2sgp,arrancabas;1ppl,arrancábamos;2ppl,arrancabais;3ppl,arrancaban;ppart,arrancado;1sgp?,arrancara;2sgp?,arrancaras;1ppl?,arrancáramos;2ppl?,arrancarais;3ppl?,arrancaran;1sgf,arrancaré;2sgf,arrancarás;3sgf,arrancará;1plf,arrancaremos;2plf,arrancaréis;3plf,arrancarán
arrastrar;inf,arrastrar;1sg,arrastro;2sg,arrastras;3sg,arrastra;1pl,arrastramos;2pl,arrastráis;3pl,arrastran;part,arrastrando;2pl!,arrastrad;1sg->,arrastraría;2sg->,arrastrarías;1pl->,arrastraríamos;2pl->,arrastraríais;3pl->,arrastrarían;1sg?,arrastre;2sg?,arrastres;1pl?,arrastremos;2pl?,arrastréis;3pl?,arrastren;1sgp,arrastraba;2sgp,arrastrabas;1ppl,arrastrábamos;2ppl,arrastrabais;3ppl,arrastraban;ppart,arrastrado;1sgp?,arrastrara;2sgp?,arrastraras;1ppl?,arrastráramos;2ppl?,arrastrarais;3ppl?,arrastraran;1sgf,arrastraré;2sgf,arrastrarás;3sgf,arrastrará;1plf,arrastraremos;2plf,arrastraréis;3plf,arrastrarán
arreglar;inf,arreglar;1sg,arreglo;2sg,arreglas;3sg,arregla;1pl,arreglamos;2pl,arregláis;3pl,arreglan;part,arreglando;2pl!,arreglad;1sg->,arreglaría;2sg->,arreglarías;1pl->,arreglaríamos;2pl->,arreglaríais;3pl->,arreglarían;1sg?,arregle;2sg?,arregles;1pl?,arreglemos;2pl?,arregléis;3pl?,arreglen;1sgp,arreglaba;2sgp,arreglabas;1ppl,arreglábamos;2ppl,arreglabais;3ppl,arreglaban;ppart,arreglado;1sgp?,arreglara;2sgp?,arreglaras;1ppl?,arregláramos;2ppl?,arreglarais;3ppl?,arreglaran;1sgf,arreglaré;2sgf,arreglarás;3sgf,arreglará;1plf,arreglaremos;2plf,arreglaréis;3plf,arreglarán
arrendar;inf,arrendar;1sg,arrendo;2sg,arrendas;3sg,arrenda;1pl,arrendamos;2pl,arrendáis;3pl,arrendan;part,arrendando;2pl!,arrendad;1sg->,arrendaría;2sg->,arrendarías;1pl->,arrendaríamos;2pl->,arrendaríais;3pl->,arrendarían;1sg?,arrende;2sg?,arrendes;1pl?,arrendemos;2pl?,arrendéis;3pl?,arrenden;1sgp,arrendaba;2sgp,arrendabas;1ppl,arrendábamos;2ppl,arrendabais;3ppl,arrendaban;ppart,arrendado;1sgp?,arrendara;2sgp?,arrendaras;1ppl?,arrendáramos;2ppl?,arrendarais;3ppl?,arrendaran;1sgf,arrendaré;2sgf,arrendarás;3sgf,arrendará;1plf,arrendaremos;2plf,arrendaréis;3plf,arrendarán
arrepentir;inf,arrepentir;1sg,arrepento;2sg,arrepentes;3sg,arrepente;1pl,arrepentimos;2pl,arrepenteis;3pl,arrepenten;part,arrepentiendo;2sg!,arrepenta;2pl!,arrepentid;1sg->,arrepentiría;2sg->,arrepentirías;1pl->,arrepentiríamos;2pl->,arrepentiríais;3pl->,arrepentirían;2sg?,arrepentas;1pl?,arrepentamos;2pl?,arrepentáis;3pl?,arrepentan;1sgp,arrepentía;2sgp,arrepentías;1ppl,arrepentíamos;2ppl,arrepentíais;3ppl,arrepentían;ppart,arrepentido;1sgp?,arrepentiera;2sgp?,arrepentieras;1ppl?,arrepentiéramos;2ppl?,arrepentierais;3ppl?,arrepentieran;1sgf,arrepentiré;2sgf,arrepentirás;3sgf,arrepentirá;1plf,arrepentiremos;2plf,arrepentiréis;3plf,arrepentirán
arrestar;inf,arrestar;1sg,arresto;2sg,arrestas;3sg,arresta;1pl,arrestamos;2pl,arrestáis;3pl,arrestan;part,arrestando;2pl!,arrestad;1sg->,arrestaría;2sg->,arrestarías;1pl->,arrestaríamos;2pl->,arrestaríais;3pl->,arrestarían;1sg?,arreste;2sg?,arrestes;1pl?,arrestemos;2pl?,arrestéis;3pl?,arresten;1sgp,arrestaba;2sgp,arrestabas;1ppl,arrestábamos;2ppl,arrestabais;3ppl,arrestaban;ppart,arrestado;1sgp?,arrestara;2sgp?,arrestaras;1ppl?,arrestáramos;2ppl?,arrestarais;3ppl?,arrestaran;1sgf,arrestaré;2sgf,arrestarás;3sgf,arrestará;1plf,arrestaremos;2plf,arrestaréis;3plf,arrestarán
arriesgar;inf,arriesgar;1sg,arriesgo;2sg,arriesgas;3sg,arriesga;1pl,arriesgamos;2pl,arriesgáis;3pl,arriesgan;part,arriesgando;2pl!,arriesgad;1sg->,arriesgaría;2sg->,arriesgarías;1pl->,arriesgaríamos;2pl->,arriesgaríais;3pl->,arriesgarían;1sg?,arriesge;2sg?,arriesges;1pl?,arriesgemos;2pl?,arriesgéis;3pl?,arriesgen;1sgp,arriesgaba;2sgp,arriesgabas;1ppl,arriesgábamos;2ppl,arriesgabais;3ppl,arriesgaban;ppart,arriesgado;1sgp?,arriesgara;2sgp?,arriesgaras;1ppl?,arriesgáramos;2ppl?,arriesgarais;3ppl?,arriesgaran;1sgf,arriesgaré;2sgf,arriesgarás;3sgf,arriesgará;1plf,arriesgaremos;2plf,arriesgaréis;3plf,arriesgarán
arrojar;inf,arrojar;1sg,arrojo;2sg,arrojas;3sg,arroja;1pl,arrojamos;2pl,arrojáis;3pl,arrojan;part,arrojando;2pl!,arrojad;1sg->,arrojaría;2sg->,arrojarías;1pl->,arrojaríamos;2pl->,arrojaríais;3pl->,arrojarían;1sg?,arroje;2sg?,arrojes;1pl?,arrojemos;2pl?,arrojéis;3pl?,arrojen;1sgp,arrojaba;2sgp,arrojabas;1ppl,arrojábamos;2ppl,arrojabais;3ppl,arrojaban;ppart,arrojado;1sgp?,arrojara;2sgp?,arrojaras;1ppl?,arrojáramos;2ppl?,arrojarais;3ppl?,arrojaran;1sgf,arrojaré;2sgf,arrojarás;3sgf,arrojará;1plf,arrojaremos;2plf,arrojaréis;3plf,arrojarán
arropar;inf,arropar;1sg,arropo;2sg,arropas;3sg,arropa;1pl,arropamos;2pl,arropáis;3pl,arropan;part,arropando;2pl!,arropad;1sg->,arroparía;2sg->,arroparías;1pl->,arroparíamos;2pl->,arroparíais;3pl->,arroparían;1sg?,arrope;2sg?,arropes;1pl?,arropemos;2pl?,arropéis;3pl?,arropen;1sgp,arropaba;2sgp,arropabas;1ppl,arropábamos;2ppl,arropabais;3ppl,arropaban;ppart,arropado;1sgp?,arropara;2sgp?,arroparas;1ppl?,arropáramos;2ppl?,arroparais;3ppl?,arroparan;1sgf,arroparé;2sgf,arroparás;3sgf,arropará;1plf,arroparemos;2plf,arroparéis;3plf,arroparán
arrugar;inf,arrugar;1sg,arrugo;2sg,arrugas;3sg,arruga;1pl,arrugamos;2pl,arrugáis;3pl,arrugan;part,arrugando;2pl!,arrugad;1sg->,arrugaría;2sg->,arrugarías;1pl->,arrugaríamos;2pl->,arrugaríais;3pl->,arrugarían;1sg?,arruge;2sg?,arruges;1pl?,arrugemos;2pl?,arrugéis;3pl?,arrugen;1sgp,arrugaba;2sgp,arrugabas;1ppl,arrugábamos;2ppl,arrugabais;3ppl,arrugaban;ppart,arrugado;1sgp?,arrugara;2sgp?,arrugaras;1ppl?,arrugáramos;2ppl?,arrugarais;3ppl?,arrugaran;1sgf,arrugaré;2sgf,arrugarás;3sgf,arrugará;1plf,arrugaremos;2plf,arrugaréis;3plf,arrugarán
arruinar;inf,arruinar;1sg,arruino;2sg,arruinas;3sg,arruina;1pl,arruinamos;2pl,arruináis;3pl,arruinan;part,arruinando;2pl!,arruinad;1sg->,arruinaría;2sg->,arruinarías;1pl->,arruinaríamos;2pl->,arruinaríais;3pl->,arruinarían;1sg?,arruine;2sg?,arruines;1pl?,arruinemos;2pl?,arruinéis;3pl?,arruinen;1sgp,arruinaba;2sgp,arruinabas;1ppl,arruinábamos;2ppl,arruinabais;3ppl,arruinaban;ppart,arruinado;1sgp?,arruinara;2sgp?,arruinaras;1ppl?,arruináramos;2ppl?,arruinarais;3ppl?,arruinaran;1sgf,arruinaré;2sgf,arruinarás;3sgf,arruinará;1plf,arruinaremos;2plf,arruinaréis;3plf,arruinarán
ascender;inf,ascender;1sg,ascendo;2sg,ascendes;3sg,ascende;1pl,ascendemos;2pl,ascendéis;3pl,ascenden;part,ascendiendo;2sg!,ascenda;2pl!,ascended;1sg->,ascendería;2sg->,ascenderías;1pl->,ascenderíamos;2pl->,ascenderíais;3pl->,ascenderían;2sg?,ascendas;1pl?,ascendamos;2pl?,ascendáis;3pl?,ascendan;1sgp,ascendía;2sgp,ascendías;1ppl,ascendíamos;2ppl,ascendíais;3ppl,ascendían;ppart,ascendido;1sgp?,ascendiera;2sgp?,ascendieras;1ppl?,ascendiéramos;2ppl?,ascendierais;3ppl?,ascendieran;1sgf,ascenderé;2sgf,ascenderás;3sgf,ascenderá;1plf,ascenderemos;2plf,ascenderéis;3plf,ascenderán
asear;inf,asear;1sg,aseo;2sg,aseas;3sg,asea;1pl,aseamos;2pl,aseáis;3pl,asean;part,aseando;2pl!,asead;1sg->,asearía;2sg->,asearías;1pl->,asearíamos;2pl->,asearíais;3pl->,asearían;1sg?,asee;2sg?,asees;1pl?,aseemos;2pl?,aseéis;3pl?,aseen;1sgp,aseaba;2sgp,aseabas;1ppl,aseábamos;2ppl,aseabais;3ppl,aseaban;ppart,aseado;1sgp?,aseara;2sgp?,asearas;1ppl?,aseáramos;2ppl?,asearais;3ppl?,asearan;1sgf,asearé;2sgf,asearás;3sgf,aseará;1plf,asearemos;2plf,asearéis;3plf,asearán
asegurar;inf,asegurar;1sg,aseguro;2sg,aseguras;3sg,asegura;1pl,aseguramos;2pl,aseguráis;3pl,aseguran;part,asegurando;2pl!,asegurad;1sg->,aseguraría;2sg->,asegurarías;1pl->,aseguraríamos;2pl->,aseguraríais;3pl->,asegurarían;1sg?,asegure;2sg?,asegures;1pl?,aseguremos;2pl?,aseguréis;3pl?,aseguren;1sgp,aseguraba;2sgp,asegurabas;1ppl,asegurábamos;2ppl,asegurabais;3ppl,aseguraban;ppart,asegurado;1sgp?,asegurara;2sgp?,aseguraras;1ppl?,aseguráramos;2ppl?,asegurarais;3ppl?,aseguraran;1sgf,aseguraré;2sgf,asegurarás;3sgf,asegurará;1plf,aseguraremos;2plf,aseguraréis;3plf,asegurarán
asemejar;inf,asemejar;1sg,asemejo;2sg,asemejas;3sg,asemeja;1pl,asemejamos;2pl,asemejáis;3pl,asemejan;part,asemejando;2pl!,asemejad;1sg->,asemejaría;2sg->,asemejarías;1pl->,asemejaríamos;2pl->,asemejaríais;3pl->,asemejarían;1sg?,asemeje;2sg?,asemejes;1pl?,asemejemos;2pl?,asemejéis;3pl?,asemejen;1sgp,asemejaba;2sgp,asemejabas;1ppl,asemejábamos;2ppl,asemejabais;3ppl,asemejaban;ppart,asemejado;1sgp?,asemejara;2sgp?,asemejaras;1ppl?,asemejáramos;2ppl?,asemejarais;3ppl?,asemejaran;1sgf,asemejaré;2sgf,asemejarás;3sgf,asemejará;1plf,asemejaremos;2plf,asemejaréis;3plf,asemejarán
asentir;inf,asentir;1sg,asento;2sg,asentes;3sg,asente;1pl,asentimos;2pl,asenteis;3pl,asenten;part,asentiendo;2sg!,asenta;2pl!,asentid;1sg->,asentiría;2sg->,asentirías;1pl->,asentiríamos;2pl->,asentiríais;3pl->,asentirían;2sg?,asentas;1pl?,asentamos;2pl?,asentáis;3pl?,asentan;1sgp,asentía;2sgp,asentías;1ppl,asentíamos;2ppl,asentíais;3ppl,asentían;ppart,asentido;1sgp?,asentiera;2sgp?,asentieras;1ppl?,asentiéramos;2ppl?,asentierais;3ppl?,asentieran;1sgf,asentiré;2sgf,asentirás;3sgf,asentirá;1plf,asentiremos;2plf,asentiréis;3plf,asentirán
asesinar;inf,asesinar;1sg,asesino;2sg,asesinas;3sg,asesina;1pl,asesinamos;2pl,asesináis;3pl,asesinan;part,asesinando;2pl!,asesinad;1sg->,asesinaría;2sg->,asesinarías;1pl->,asesinaríamos;2pl->,asesinaríais;3pl->,asesinarían;1sg?,asesine;2sg?,asesines;1pl?,asesinemos;2pl?,asesinéis;3pl?,asesinen;1sgp,asesinaba;2sgp,asesinabas;1ppl,asesinábamos;2ppl,asesinabais;3ppl,asesinaban;ppart,asesinado;1sgp?,asesinara;2sgp?,asesinaras;1ppl?,asesináramos;2ppl?,asesinarais;3ppl?,asesinaran;1sgf,asesinaré;2sgf,asesinarás;3sgf,asesinará;1plf,asesinaremos;2plf,asesinaréis;3plf,asesinarán
asesorar;inf,asesorar;1sg,asesoro;2sg,asesoras;3sg,asesora;1pl,asesoramos;2pl,asesoráis;3pl,asesoran;part,asesorando;2pl!,asesorad;1sg->,asesoraría;2sg->,asesorarías;1pl->,asesoraríamos;2pl->,asesoraríais;3pl->,asesorarían;1sg?,asesore;2sg?,asesores;1pl?,asesoremos;2pl?,asesoréis;3pl?,asesoren;1sgp,asesoraba;2sgp,asesorabas;1ppl,asesorábamos;2ppl,asesorabais;3ppl,asesoraban;ppart,asesorado;1sgp?,asesorara;2sgp?,asesoraras;1ppl?,asesoráramos;2ppl?,asesorarais;3ppl?,asesoraran;1sgf,asesoraré;2sgf,asesorarás;3sgf,asesorará;1plf,asesoraremos;2plf,asesoraréis;3plf,asesorarán
asimilar;inf,asimilar;1sg,asimilo;2sg,asimilas;3sg,asimila;1pl,asimilamos;2pl,asimiláis;3pl,asimilan;part,asimilando;2pl!,asimilad;1sg->,asimilaría;2sg->,asimilarías;1pl->,asimilaríamos;2pl->,asimilaríais;3pl->,asimilarían;1sg?,asimile;2sg?,asimiles;1pl?,asimilemos;2pl?,asimiléis;3pl?,asimilen;1sgp,asimilaba;2sgp,asimilabas;1ppl,asimilábamos;2ppl,asimilabais;3ppl,asimilaban;ppart,asimilado;1sgp?,asimilara;2sgp?,asimilaras;1ppl?,asimiláramos;2ppl?,asimilarais;3ppl?,asimilaran;1sgf,asimilaré;2sgf,asimilarás;3sgf,asimilará;1plf,asimilaremos;2plf,asimilaréis;3plf,asimilarán
asir;inf,asir;1sg,aso;2sg,ases;3sg,ase;1pl,asimos;2pl,aseis;3pl,asen;part,asiendo;2sg!,asa;2pl!,asid;1sg->,asiría;2sg->,asirías;1pl->,asiríamos;2pl->,asiríais;3pl->,asirían;2sg?,asas;1pl?,asamos;2pl?,asáis;3pl?,asan;1sgp,asía;2sgp,asías;1ppl,asíamos;2ppl,asíais;3ppl,asían;ppart,asido;1sgp?,asiera;2sgp?,asieras;1ppl?,asiéramos;2ppl?,asierais;3ppl?,asieran;1sgf,asiré;2sgf,asirás;3sgf,asirá;1plf,asiremos;2plf,asiréis;3plf,asirán
asistir;inf,asistir;1sg,asisto;2sg,asistes;3sg,asiste;1pl,asistimos;2pl,asistís;3pl,asisten;part,asistiendo;2pl!,asistid;1sg->,asistiría;2sg->,asistirías;1pl->,asistiríamos;2pl->,asistiríais;3pl->,asistirían;1sg?,asista;2sg?,asistas;1pl?,asistamos;2pl?,asistáis;3pl?,asistan;1sgp,asistía;2sgp,asistías;1ppl,asistíamos;2ppl,asistíais;3ppl,asistían;ppart,asistido;1sgp?,asistiera;2sgp?,asistieras;1ppl?,asistiéramos;2ppl?,asistierais;3ppl?,asistieran;1sgf,asistiré;2sgf,asistirás;3sgf,asistirá;1plf,asistiremos;2plf,asistiréis;3plf,asistirán
asociar;inf,asociar;1sg,asocio;2sg,asocias;3sg,asocia;1pl,asociamos;2pl,asociáis;3pl,asocian;part,asociando;2pl!,asociad;1sg->,asociaría;2sg->,asociarías;1pl->,asociaríamos;2pl->,asociaríais;3pl->,asociarían;1sg?,asocie;2sg?,asocies;1pl?,asociemos;2pl?,asociéis;3pl?,asocien;1sgp,asociaba;2sgp,asociabas;1ppl,asociábamos;2ppl,asociabais;3ppl,asociaban;ppart,asociado;1sgp?,asociara;2sgp?,asociaras;1ppl?,asociáramos;2ppl?,asociarais;3ppl?,asociaran;1sgf,asociaré;2sgf,asociarás;3sgf,asociará;1plf,asociaremos;2plf,asociaréis;3plf,asociarán
asombrar;inf,asombrar;1sg,asombro;2sg,asombras;3sg,asombra;1pl,asombramos;2pl,asombráis;3pl,asombran;part,asombrando;2pl!,asombrad;1sg->,asombraría;2sg->,asombrarías;1pl->,asombraríamos;2pl->,asombraríais;3pl->,asombrarían;1sg?,asombre;2sg?,asombres;1pl?,asombremos;2pl?,asombréis;3pl?,asombren;1sgp,asombraba;2sgp,asombrabas;1ppl,asombrábamos;2ppl,asombrabais;3ppl,asombraban;ppart,asombrado;1sgp?,asombrara;2sgp?,asombraras;1ppl?,asombráramos;2ppl?,asombrarais;3ppl?,asombraran;1sgf,asombraré;2sgf,asombrarás;3sgf,asombrará;1plf,asombraremos;2plf,asombraréis;3plf,asombrarán
asustar;inf,asustar;1sg,asusto;2sg,asustas;3sg,asusta;1pl,asustamos;2pl,asustáis;3pl,asustan;part,asustando;2pl!,asustad;1sg->,asustaría;2sg->,asustarías;1pl->,asustaríamos;2pl->,asustaríais;3pl->,asustarían;1sg?,asuste;2sg?,asustes;1pl?,asustemos;2pl?,asustéis;3pl?,asusten;1sgp,asustaba;2sgp,asustabas;1ppl,asustábamos;2ppl,asustabais;3ppl,asustaban;ppart,asustado;1sgp?,asustara;2sgp?,asustaras;1ppl?,asustáramos;2ppl?,asustarais;3ppl?,asustaran;1sgf,asustaré;2sgf,asustarás;3sgf,asustará;1plf,asustaremos;2plf,asustaréis;3plf,asustarán
atacar;inf,atacar;1sg,ataco;2sg,atacas;3sg,ataca;1pl,atacamos;2pl,atacáis;3pl,atacan;part,atacando;2pl!,atacad;1sg->,atacaría;2sg->,atacarías;1pl->,atacaríamos;2pl->,atacaríais;3pl->,atacarían;1sg?,ataque;2sg?,ataques;1pl?,ataquemos;2pl?,ataquéis;3pl?,ataquen;1sgp,atacaba;2sgp,atacabas;1ppl,atacábamos;2ppl,atacabais;3ppl,atacaban;ppart,atacado;1sgp?,atacara;2sgp?,atacaras;1ppl?,atacáramos;2ppl?,atacarais;3ppl?,atacaran;1sgf,atacaré;2sgf,atacarás;3sgf,atacará;1plf,atacaremos;2plf,atacaréis;3plf,atacarán
atar;inf,atar;1sg,ato;2sg,atas;3sg,ata;1pl,atamos;2pl,atáis;3pl,atan;part,atando;2pl!,atad;1sg->,ataría;2sg->,atarías;1pl->,ataríamos;2pl->,ataríais;3pl->,atarían;1sg?,ate;2sg?,ates;1pl?,atemos;2pl?,atéis;3pl?,aten;1sgp,ataba;2sgp,atabas;1ppl,atábamos;2ppl,atabais;3ppl,ataban;ppart,atado;1sgp?,atara;2sgp?,ataras;1ppl?,atáramos;2ppl?,atarais;3ppl?,ataran;1sgf,ataré;2sgf,atarás;3sgf,atará;1plf,ataremos;2plf,ataréis;3plf,atarán
atender;inf,atender;1sg,atiendo;2sg,atiendes;3sg,atiende;1pl,atendemos;2pl,atendéis;3pl,atienden;part,atendiendo;2pl!,atended;1sg->,atendería;2sg->,atenderías;1pl->,atenderíamos;2pl->,atenderíais;3pl->,atenderían;1sg?,atienda;2sg?,atiendas;1pl?,atendamos;2pl?,atendáis;3pl?,atiendan;1sgp,atendía;2sgp,atendías;1ppl,atendíamos;2ppl,atendíais;3ppl,atendían;ppart,atendido;1sgp?,atendiera;2sgp?,atendieras;1ppl?,atendiéramos;2ppl?,atendierais;3ppl?,atendieran;1sgf,atenderé;2sgf,atenderás;3sgf,atenderá;1plf,atenderemos;2plf,atenderéis;3plf,atenderán
aterrizar;inf,aterrizar;1sg,aterrizo;2sg,aterrizas;3sg,aterriza;1pl,aterrizamos;2pl,aterrizáis;3pl,aterrizan;part,aterrizando;2pl!,aterrizad;1sg->,aterrizaría;2sg->,aterrizarías;1pl->,aterrizaríamos;2pl->,aterrizaríais;3pl->,aterrizarían;1sg?,aterrize;2sg?,aterrizes;1pl?,aterrizemos;2pl?,aterrizéis;3pl?,aterrizen;1sgp,aterrizaba;2sgp,aterrizabas;1ppl,aterrizábamos;2ppl,aterrizabais;3ppl,aterrizaban;ppart,aterrizado;1sgp?,aterrizara;2sgp?,aterrizaras;1ppl?,aterrizáramos;2ppl?,aterrizarais;3ppl?,aterrizaran;1sgf,aterrizaré;2sgf,aterrizarás;3sgf,aterrizará;1plf,aterrizaremos;2plf,aterrizaréis;3plf,aterrizarán
aterrorizar;inf,aterrorizar;1sg,aterrorizo;2sg,aterrorizas;3sg,aterroriza;1pl,aterrorizamos;2pl,aterrorizáis;3pl,aterrorizan;part,aterrorizando;2pl!,aterrorizad;1sg->,aterrorizaría;2sg->,aterrorizarías;1pl->,aterrorizaríamos;2pl->,aterrorizaríais;3pl->,aterrorizarían;1sg?,aterrorize;2sg?,aterrorizes;1pl?,aterrorizemos;2pl?,aterrorizéis;3pl?,aterrorizen;1sgp,aterrorizaba;2sgp,aterrorizabas;1ppl,aterrorizábamos;2ppl,aterrorizabais;3ppl,aterrorizaban;ppart,aterrorizado;1sgp?,aterrorizara;2sgp?,aterrorizaras;1ppl?,aterrorizáramos;2ppl?,aterrorizarais;3ppl?,aterrorizaran;1sgf,aterrorizaré;2sgf,aterrorizarás;3sgf,aterrorizará;1plf,aterrorizaremos;2plf,aterrorizaréis;3plf,aterrorizarán
atestiguar;inf,atestiguar;1sg,atestiguo;2sg,atestiguas;3sg,atestigua;1pl,atestiguamos;2pl,atestiguáis;3pl,atestiguan;part,atestiguando;2pl!,atestiguad;1sg->,atestiguaría;2sg->,atestiguarías;1pl->,atestiguaríamos;2pl->,atestiguaríais;3pl->,atestiguarían;1sg?,atestigue;2sg?,atestigues;1pl?,atestiguemos;2pl?,atestiguéis;3pl?,atestiguen;1sgp,atestiguaba;2sgp,atestiguabas;1ppl,atestiguábamos;2ppl,atestiguabais;3ppl,atestiguaban;ppart,atestiguado;1sgp?,atestiguara;2sgp?,atestiguaras;1ppl?,atestiguáramos;2ppl?,atestiguarais;3ppl?,atestiguaran;1sgf,atestiguaré;2sgf,atestiguarás;3sgf,atestiguará;1plf,atestiguaremos;2plf,atestiguaréis;3plf,atestiguarán
atraer;inf,atraer;1sg,atraigo;2sg,atraes;3sg,atrae;1pl,atraemos;2pl,atraéis;3pl,atraen;part,atrayendo;2pl!,atraed;1sg->,atraería;2sg->,atraerías;1pl->,atraeríamos;2pl->,atraeríais;3pl->,atraerían;1sg?,atraiga;2sg?,atraigas;1pl?,atraigamos;2pl?,atraigáis;3pl?,atraigan;1sgp,atraía;2sgp,atraías;1ppl,atraíamos;2ppl,atraíais;3ppl,atraían;ppart,atraído;1sgp?,atrajera;2sgp?,atrajeras;1ppl?,atrajéramos;2ppl?,atrajerais;3ppl?,atrajeran;1sgf,atraeré;2sgf,atraerás;3sgf,atraerá;1plf,atraeremos;2plf,atraeréis;3plf,atraerán
